representation,regime,seed,delta_azimuth,delta_elevation,sun_elevation,transform_kind,fit_model,overlap_fraction,n_kp_src,n_kp_dst,n_putative,n_inliers,inlier_ratio,fit_rmse,coverage_max_gap,coverage_occupancy,coverage_entropy,true_inlier_precision,transform_error_median,transform_error_p90,is_wrong,flag_n_inliers_le_8,detect_describe_s,match_s,ransac_s,pipeline_s
B1_rootsift,B_highlands_challenging,3002,21.0,0.0,45.0,affine,affine,1.0,6296,5967,1261,1257,0.9968279143536876,0.7000873016238319,0.04345916476114229,1.0,0.9719312883615746,0.9976133651551312,0.35501156391799815,0.7406441541175092,False,False,0.16323229996487498,0.5027371000032872,0.06286039995029569,0.7288297999184579
B1_sift,B_highlands_challenging,3002,21.0,0.0,45.0,affine,affine,1.0,6296,5967,1089,1079,0.9908172635445363,0.8277276717224088,0.045479815616075475,1.0,0.9704871683240605,0.9981464318813716,0.48112124829836567,1.0252493092898067,False,False,0.164836399955675,0.49956160003785044,0.09154489997308701,0.7559428999666125
A_orient_mod_pi,B_highlands_challenging,3002,21.0,0.0,45.0,affine,affine,1.0,6296,5967,520,520,1.0,0.4570871769220953,0.06507811978958229,0.9841269841269841,0.9517214177330325,1.0,0.04719871409033964,0.09029931793527185,False,False,2.1536004999652505,0.6814149999991059,0.1047980000730604,2.939813500037417
A_orient_2pi_control,B_highlands_challenging,3002,21.0,0.0,45.0,affine,affine,1.0,6296,5967,2038,2037,0.9995093228655545,0.9878249125630733,0.0370579413300982,1.0,0.9779287985384144,0.9995090819833088,0.6086021891040496,1.3758673326716395,False,False,2.50667999999132,0.9557718000141904,0.16128999995999038,3.623741799965501
B_phase_congruency,B_highlands_challenging,3002,21.0,0.0,45.0,affine,affine,1.0,4899,4793,338,329,0.9733727810650887,0.6297392185223523,0.0817310147212251,0.873015873015873,0.9261392108827774,1.0,0.08526665226528826,0.1536535128412671,False,False,2.114261299953796,0.5363756000297144,0.11257470003329217,2.7632116000168025
C_rift2_mim,B_highlands_challenging,3002,21.0,0.0,45.0,affine,affine,1.0,4899,4793,118,108,0.9152542372881356,0.8010964782417758,0.1782475516525792,0.6190476190476191,0.831776968912114,1.0,0.09887756824843706,0.1403521800656516,False,False,0.7359930999809876,0.7891458000522107,0.10057320003397763,1.625712100067176
B1_rootsift,B_highlands_challenging,3002,24.0,0.0,45.0,affine,affine,1.0,6296,6555,94,75,0.7978723404255319,0.6588131149383265,0.15499714729117686,0.578125,0.825361768500748,1.0,0.08519777882913274,0.18184591302932207,False,False,0.2699092000257224,0.7597617999417707,0.09240110008977354,1.1220721000572667
B1_sift,B_highlands_challenging,3002,24.0,0.0,45.0,affine,affine,1.0,6296,6555,86,61,0.7093023255813954,0.7225115487369896,0.14879115400009693,0.5625,0.8207401628581473,1.0,0.1607999899139893,0.20860482789415535,False,False,0.25463809992652386,0.8310211000498384,0.12506939994636923,1.2107285999227315
A_orient_mod_pi,B_highlands_challenging,3002,24.0,0.0,45.0,affine,affine,1.0,6296,6555,15,15,1.0,0.3628995536719231,0.3465841576616189,0.1875,0.5844817659347531,1.0,0.12014319103588497,0.22525548051633507,False,False,3.84818189998623,2.9092470000032336,0.1679646000266075,6.925393500016071
A_orient_2pi_control,B_highlands_challenging,3002,24.0,0.0,45.0,affine,affine,1.0,6296,6555,245,244,0.9959183673469387,0.5523315165108692,0.10287282403699835,0.9375,0.9304514018444774,1.0,0.04006998897902554,0.07957061896666043,False,False,3.027448800043203,0.8692927999654785,0.1123611000366509,4.009102700045332
B_phase_congruency,B_highlands_challenging,3002,24.0,0.0,45.0,affine,affine,1.0,4899,4839,43,33,0.7674418604651163,0.7932433555206125,0.1940147860246238,0.3125,0.6854046385690177,1.0,0.13324216383637014,0.23375854358400786,False,False,1.7446285000769421,0.41648949997033924,0.08596319996286184,2.247081200010143
C_rift2_mim,B_highlands_challenging,3002,24.0,0.0,45.0,affine,affine,1.0,4899,4839,30,13,0.43333333333333335,1.128320550421349,0.42665835690353593,0.15625,0.5398168761004385,0.9230769230769231,0.43965860718030286,0.95693800373378,False,False,0.6939299000659958,0.8089649999747053,0.10132619994692504,1.604221099987626
B1_rootsift,B_highlands_challenging,3002,27.0,0.0,45.0,affine,affine,1.0,6296,6426,59,48,0.8135593220338984,0.6014289757771063,0.22135416666666669,0.40625,0.7467314237012558,1.0,0.159014481512246,0.3560212966005474,False,False,0.2969109999248758,0.9160139000741765,0.10373090009670705,1.3166558000957593
B1_sift,B_highlands_challenging,3002,27.0,0.0,45.0,affine,affine,1.0,6296,6426,67,42,0.6268656716417911,0.6613078616634761,0.25147406140401,0.375,0.7295561161651479,1.0,0.07642575133544212,0.10972682132377296,False,False,0.2711022000294179,1.1386789999669418,0.11061910004355013,1.5204003000399098
A_orient_mod_pi,B_highlands_challenging,3002,27.0,0.0,45.0,affine,affine,1.0,6296,6426,8,7,0.875,0.4002654038551998,0.43902419267447235,0.109375,0.4678924870096007,1.0,0.6290870402088394,1.4536148506026358,False,True,2.8455147000495344,1.04101690009702,0.12363669998012483,4.010168300126679
A_orient_2pi_control,B_highlands_challenging,3002,27.0,0.0,45.0,affine,affine,1.0,6296,6426,231,230,0.9956709956709957,0.5962122649561424,0.11031650822903717,0.875,0.9233897917325243,1.0,0.020263514376133912,0.03190352239309453,False,False,3.0925038000568748,1.0157730999635532,0.13189620000775903,4.240173100028187
B_phase_congruency,B_highlands_challenging,3002,27.0,0.0,45.0,affine,affine,1.0,4899,4815,38,30,0.7894736842105263,0.6566182502700081,0.22196606601416705,0.3125,0.7025101687005116,1.0,0.3871678110140264,0.7996101823503066,False,False,1.5434176000999287,0.775982299936004,0.1386534000048414,2.458053300040774
C_rift2_mim,B_highlands_challenging,3002,27.0,0.0,45.0,affine,affine,1.0,4899,4815,30,16,0.5333333333333333,0.7491335358654679,0.2538027299653163,0.203125,0.6041666666666666,1.0,0.29261505851401587,0.5866191216295531,False,False,0.5835416000336409,0.970232899999246,0.08354639995377511,1.637320899986662
B1_rootsift,B_highlands_challenging,3002,30.0,0.0,45.0,affine,affine,1.0,6296,6091,23,7,0.30434782608695654,0.6816219647778147,0.4371782360923829,0.1016949152542373,0.42865776746676304,1.0,0.384009272075409,0.5936579628895216,False,True,0.926622899947688,0.9125403000507504,0.2578168000327423,2.0969800000311807
B1_sift,B_highlands_challenging,3002,30.0,0.0,45.0,affine,affine,1.0,6296,6091,53,9,0.16981132075471697,0.8897608613153385,0.5177840425024114,0.1016949152542373,0.42553293031220096,1.0,2.6570963936199057,6.141205617056253,False,False,0.4602533000288531,1.1430466999299824,1.8588870000094175,3.462186999968253
A_orient_mod_pi,B_highlands_challenging,3002,30.0,0.0,45.0,affine,affine,1.0,6296,6091,2,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,2.8999477000907063,0.8034095999319106,9.620003402233124e-05,3.7034535000566393
A_orient_2pi_control,B_highlands_challenging,3002,30.0,0.0,45.0,affine,affine,1.0,6296,6091,64,61,0.953125,0.6079625757234849,0.12597277731716486,0.5084745762711864,0.7880493254932257,1.0,0.09202031257815999,0.13040941270481407,False,False,2.7806166999507695,0.9287260000128299,0.13434699992649257,3.843689699890092
B_phase_congruency,B_highlands_challenging,3002,30.0,0.0,45.0,affine,affine,1.0,4899,4776,20,9,0.45,0.9683956498063181,0.3577531716340697,0.13559322033898305,0.5010847597730517,1.0,0.4448274820481709,0.858880337869568,False,False,1.958030499983579,0.4914076999993995,0.14861829997971654,2.598056499962695
C_rift2_mim,B_highlands_challenging,3002,30.0,0.0,45.0,affine,affine,1.0,4899,4776,13,4,0.3076923076923077,0.3714131439846723,0.4538278791828584,0.05084745762711865,0.25498742443037103,1.0,1.3753161547020203,2.9187652362060557,False,True,0.7281637999694794,1.3029569999780506,0.2637345000403002,2.29485529998783
B1_rootsift,B_highlands_challenging,3002,33.0,0.0,45.0,affine,affine,1.0,6296,6060,94,74,0.7872340425531915,0.5888518921046318,0.2083496087392668,0.559322033898305,0.8191480160774274,1.0,0.08960700828841939,0.1682792405031128,False,False,0.29031230008695275,0.8622637999942526,0.10880980000365525,1.2613859000848606
B1_sift,B_highlands_challenging,3002,33.0,0.0,45.0,affine,affine,1.0,6296,6060,90,58,0.6444444444444445,0.7058411807466614,0.17061763885728848,0.5254237288135594,0.8005248337102908,1.0,0.12556575090368782,0.24679640968861985,False,False,0.272529499954544,0.7634851000038907,0.11081690003629774,1.1468314999947324
A_orient_mod_pi,B_highlands_challenging,3002,33.0,0.0,45.0,affine,affine,1.0,6296,6060,2,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,2.892457199981436,0.7422858000500128,9.180000051856041e-05,3.6348348000319675
A_orient_2pi_control,B_highlands_challenging,3002,33.0,0.0,45.0,affine,affine,1.0,6296,6060,244,242,0.9918032786885246,0.6005638425078837,0.10521929088977565,0.9491525423728814,0.9396329789847688,1.0,0.12905557276213986,0.20947684741216727,False,False,2.9419667999027297,0.7690184999955818,0.11588960001245141,3.826874899910763
B_phase_congruency,B_highlands_challenging,3002,33.0,0.0,45.0,affine,affine,1.0,4899,4724,57,46,0.8070175438596491,0.7895421210196589,0.25454979874948397,0.423728813559322,0.7698011676778186,1.0,0.33161189457885265,0.6257208580413138,False,False,1.7811724999919534,0.4434060000348836,0.10572979995049536,2.3303082999773324
C_rift2_mim,B_highlands_challenging,3002,33.0,0.0,45.0,affine,affine,1.0,4899,4724,10,3,0.3,1.1368683772161603e-13,0.4306255543457164,0.05084745762711865,0.2694303372517384,0.0,360.8441508890322,593.6476501876161,True,True,0.7082219000440091,0.7897277999436483,0.2273780000396073,1.7253277000272647
B1_rootsift,B_highlands_challenging,3002,36.0,0.0,45.0,affine,affine,1.0,6296,6402,17,3,0.17647058823529413,1.8564982859236944e-13,0.5462577121325027,0.046875,0.26416041678685936,0.0,441.45419243415466,982.7229977475351,True,True,0.2740741000743583,0.8408890999853611,1.2388988999882713,2.3538621000479907
B1_sift,B_highlands_challenging,3002,36.0,0.0,45.0,affine,affine,1.0,6296,6402,27,4,0.14814814814814814,8.987733679556355e-14,0.48336939183921646,0.046875,0.25,0.0,563.6444191996558,974.8201482283396,True,True,0.2734899999340996,0.7466801999835297,2.102500700042583,3.1226708999602124
A_orient_mod_pi,B_highlands_challenging,3002,36.0,0.0,45.0,affine,affine,1.0,6296,6402,0,0,0.0,nan,1.0,0.0,0.0,nan,nan,nan,True,True,2.8836170999566093,0.37720520002767444,4.539999645203352e-05,3.260867699980736
A_orient_2pi_control,B_highlands_challenging,3002,36.0,0.0,45.0,affine,affine,1.0,6296,6402,8,6,0.75,0.47976991537232194,0.4680043258829334,0.0625,0.3197159723424149,1.0,0.6493269227319534,1.4397077942144074,False,True,2.926122899982147,0.7583153999876231,0.0883310999488458,3.772769399918616
B_phase_congruency,B_highlands_challenging,3002,36.0,0.0,45.0,affine,affine,1.0,4899,4839,18,4,0.2222222222222222,1.18896540830928e-13,0.501344356983814,0.046875,0.25,0.0,245.0577538358236,377.69703370858053,True,True,1.7272925999714062,0.4118307000026107,0.5460724000586197,2.6851957000326365
C_rift2_mim,B_highlands_challenging,3002,36.0,0.0,45.0,affine,affine,1.0,4899,4839,11,3,0.2727272727272727,1.0983191976712257e-12,0.42791221014597597,0.046875,0.26416041678685936,0.0,5275.226360408249,9623.514327204375,True,True,0.6378092999802902,0.7910182999912649,0.30837989994324744,1.7372074999148026
B1_rootsift,B_highlands_challenging,3002,40.0,0.0,45.0,affine,affine,1.0,6296,6155,27,4,0.14814814814814814,0.6526182233474455,0.4495564099329533,0.04838709677419355,0.2661925166888178,0.25,330.554419026418,648.0057364497836,True,True,0.27005200006533414,0.7914056000299752,2.0969072999432683,3.1583649000385776
B1_sift,B_highlands_challenging,3002,40.0,0.0,45.0,affine,affine,1.0,6296,6155,36,5,0.1388888888888889,0.3875779872989492,0.45232358487484137,0.03225806451612903,0.1542266640507899,0.0,313.326044193269,455.93572058138295,True,True,0.257077099988237,0.8892544999253005,2.6436542000155896,3.789985799929127
A_orient_mod_pi,B_highlands_challenging,3002,40.0,0.0,45.0,affine,affine,1.0,6296,6155,0,0,0.0,nan,1.0,0.0,0.0,nan,nan,nan,True,True,3.006406500004232,0.7469885000027716,7.680000271648169e-05,3.75347180000972
A_orient_2pi_control,B_highlands_challenging,3002,40.0,0.0,45.0,affine,affine,1.0,6296,6155,37,36,0.972972972972973,0.6383148310523958,0.17244617844940943,0.3709677419354839,0.7142383383565974,1.0,0.18336112676763802,0.32228060575911605,False,False,2.947581799933687,0.8053544000722468,0.1082840000744909,3.8612202000804245
B_phase_congruency,B_highlands_challenging,3002,40.0,0.0,45.0,affine,affine,1.0,4899,4887,14,4,0.2857142857142857,0.7066983226950517,0.45096467780193167,0.06451612903225806,0.3358975579140839,0.0,243.92982616826805,481.5457630836717,True,True,1.7950141000328586,0.4323003999888897,0.2742398999398574,2.5015543999616057
C_rift2_mim,B_highlands_challenging,3002,40.0,0.0,45.0,affine,affine,1.0,4899,4887,9,3,0.3333333333333333,7.425993143694778e-13,0.687591238421865,0.04838709677419355,0.2661925166888178,0.0,3047.7952990075305,7065.296897070961,True,True,0.6600414999993518,0.8447917000157759,0.2017659000121057,1.7065991000272334
B1_rootsift,B_highlands_challenging,3002,45.0,0.0,45.0,affine,affine,1.0,6296,6166,26,5,0.19230769230769232,8.479010995288432e-14,0.4764201745578103,0.05,0.2576530020750411,0.0,112.4544219451311,217.55457847708232,True,True,0.2806153999408707,0.7663333000382408,0.9037340999348089,1.9506827999139205
B1_sift,B_highlands_challenging,3002,45.0,0.0,45.0,affine,affine,1.0,6296,6166,36,5,0.1388888888888889,1.797546735911271e-14,0.5788664773974339,0.05,0.2576530020750411,0.0,275.87261917180206,413.29782833426407,True,True,0.31020409998018295,0.8127688999520615,2.8612029999494553,3.9841759998816997
A_orient_mod_pi,B_highlands_challenging,3002,45.0,0.0,45.0,affine,affine,1.0,6296,6166,2,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,3.058413599967025,0.7227610000409186,8.119991980493069e-05,3.7812557999277487
A_orient_2pi_control,B_highlands_challenging,3002,45.0,0.0,45.0,affine,affine,1.0,6296,6166,3,3,1.0,8.245561950810161e-14,0.5653981090359155,0.05,0.26832433664837085,0.3333333333333333,361.49316425167535,758.7244747351497,True,True,2.9273506000172347,0.7570284999674186,0.09678909997455776,3.781168199959211
B_phase_congruency,B_highlands_challenging,3002,45.0,0.0,45.0,affine,affine,1.0,4899,4715,12,4,0.3333333333333333,4.0194366942304644e-14,0.5314350678463039,0.05,0.25394071139817215,0.0,266.98829602166666,564.090700458018,True,True,1.7554489000467584,0.414836399955675,0.15645140002015978,2.326736700022593
C_rift2_mim,B_highlands_challenging,3002,45.0,0.0,45.0,affine,affine,1.0,4899,4715,4,3,0.75,1.1832901233595593e-13,0.4484349290963859,0.05,0.26832433664837085,0.0,167.84059919039254,397.04602273520874,True,True,0.6542575999628752,0.7961417000042275,0.09339299995917827,1.543792299926281
B1_rootsift,B_highlands_challenging,3003,0.0,0.0,45.0,affine,affine,1.0,6340,6445,4214,4213,0.9997626957759849,0.10225897278276505,0.026171551096668987,1.0,0.9984221633555936,1.0,0.03390893033227907,0.03582279658768811,False,False,0.27053609990980476,0.7698456000071019,0.19383950007613748,1.2342211999930441
B1_sift,B_highlands_challenging,3003,0.0,0.0,45.0,affine,affine,1.0,6340,6445,4246,4245,0.9997644842204427,0.10392236024174589,0.026171551096668987,1.0,0.998549144066224,1.0,0.03416875367596074,0.03578512089900714,False,False,0.2603280000621453,0.8788797999732196,0.16520809999201447,1.3044159000273794
A_orient_mod_pi,B_highlands_challenging,3003,0.0,0.0,45.0,affine,affine,1.0,6340,6445,2891,2891,1.0,0.11148027469376033,0.02604166666666667,1.0,0.9984290318616973,1.0,0.0340796935623216,0.03618458109156529,False,False,2.7787623999174684,0.8059666000772268,0.16957280004862696,3.754301800043322
A_orient_2pi_control,B_highlands_challenging,3003,0.0,0.0,45.0,affine,affine,1.0,6340,6445,2890,2890,1.0,0.11375615322531056,0.02969206836195672,1.0,0.9984051936026209,1.0,0.03395576623101809,0.03578612317151644,False,False,2.796895399922505,0.789615000016056,0.14872080006171018,3.735231200000271
B_phase_congruency,B_highlands_challenging,3003,0.0,0.0,45.0,affine,affine,1.0,4770,4724,2585,2584,0.9996131528046421,0.27165113535140517,0.040553154954159995,1.0,0.9958513281006417,1.0,0.031495939894584615,0.03531845617468632,False,False,1.8008455000817776,0.39612309995573014,0.14461730001494288,2.3415859000524506
C_rift2_mim,B_highlands_challenging,3003,0.0,0.0,45.0,affine,affine,1.0,4770,4724,1666,1662,0.9975990396158463,0.2756586441190898,0.044500019506862144,1.0,0.9954490179254896,1.0,0.029051432393984465,0.03849315659097892,False,False,0.6708927999716252,0.7840973000274971,0.11348269996233284,1.5684727999614552
B1_rootsift,B_highlands_challenging,3003,15.0,0.0,45.0,affine,affine,1.0,6340,6262,509,501,0.9842829076620825,0.8251508125588086,0.08888566753060424,0.9523809523809523,0.9562843116091162,0.998003992015968,0.46710242979387673,1.0014391327915844,False,False,0.33588559995405376,0.7352235000580549,0.09134589997120202,1.1624549999833107
B1_sift,B_highlands_challenging,3003,15.0,0.0,45.0,affine,affine,1.0,6340,6262,429,408,0.951048951048951,0.5683814782247484,0.08888566753060424,0.9365079365079365,0.947921585817457,1.0,0.0683436106495274,0.14591976978558374,False,False,0.24826999998185784,0.743945199996233,0.09431309998035431,1.0865282999584451
A_orient_mod_pi,B_highlands_challenging,3003,15.0,0.0,45.0,affine,affine,1.0,6340,6262,58,58,1.0,0.4632980812480021,0.1587580822800405,0.6031746031746031,0.8455400281998109,1.0,0.14741397980577098,0.28517219596862853,False,False,2.695803700014949,0.7660655999789014,0.1005814999807626,3.562450799974613
A_orient_2pi_control,B_highlands_challenging,3003,15.0,0.0,45.0,affine,affine,1.0,6340,6262,663,660,0.995475113122172,0.5345175592842106,0.06852967378614984,0.9841269841269841,0.9637097026613187,1.0,0.07431722773059683,0.084272927039033,False,False,2.8004347999813035,0.801444899989292,0.1108930999180302,3.7127727998886257
B_phase_congruency,B_highlands_challenging,3003,15.0,0.0,45.0,affine,affine,1.0,4770,4852,196,192,0.9795918367346939,0.6906355281767967,0.09470362784358428,0.873015873015873,0.9212773927489037,1.0,0.10598875352532222,0.18235464842953075,False,False,1.9179450999945402,0.47237510001286864,0.09504829999059439,2.4853684999980032
C_rift2_mim,B_highlands_challenging,3003,15.0,0.0,45.0,affine,affine,1.0,4770,4852,30,16,0.5333333333333333,0.6675778245837183,0.2545231554797073,0.20634920634920634,0.5985698473060366,1.0,0.3523512677611906,0.5066423142798504,False,False,0.6806574000511318,0.8446021999698132,0.10227819997817278,1.6275377999991179
B1_rootsift,B_highlands_challenging,3003,18.0,0.0,45.0,affine,affine,1.0,6340,6613,1568,1561,0.9955357142857143,0.4760198131560179,0.04423252018610164,1.0,0.993971414750259,1.0,0.018321318562498953,0.028843436535105516,False,False,0.32491520000621676,0.9156278000446036,0.13168220000807196,1.3722252000588924
B1_sift,B_highlands_challenging,3003,18.0,0.0,45.0,affine,affine,1.0,6340,6613,1393,1378,0.9892318736539842,0.48308765143965426,0.0471993983343538,1.0,0.9921693507430454,1.0,0.023950829739099157,0.034401807313368934,False,False,0.28510400000959635,1.0165851999772713,0.13802319997921586,1.4397123999660835
A_orient_mod_pi,B_highlands_challenging,3003,18.0,0.0,45.0,affine,affine,1.0,6340,6613,689,689,1.0,0.4132593238619784,0.08646852977022913,1.0,0.9822290075613609,1.0,0.019159316193776088,0.03766317324920704,False,False,3.142625799984671,0.8225403999676928,0.11439669993706048,4.079562899889424
A_orient_2pi_control,B_highlands_challenging,3003,18.0,0.0,45.0,affine,affine,1.0,6340,6613,2302,2302,1.0,0.4760926520175627,0.035563802822259544,1.0,0.9973450414214448,1.0,0.01092544478346177,0.02550029698158606,False,False,3.0094907000893727,0.8767010999144986,0.144008900038898,4.030200700042769
B_phase_congruency,B_highlands_challenging,3003,18.0,0.0,45.0,affine,affine,1.0,4770,4826,523,519,0.9923518164435946,0.6146842429864252,0.09870100863670431,0.984375,0.9696220395255105,1.0,0.057620944467135074,0.09533771585915446,False,False,1.8003209999296814,0.43759560002945364,0.10582890000659972,2.343745499965735
C_rift2_mim,B_highlands_challenging,3003,18.0,0.0,45.0,affine,affine,1.0,4770,4826,188,176,0.9361702127659575,0.9845397127482005,0.10705627495361703,0.84375,0.9143525479011662,0.9943181818181818,0.7204639323635108,1.2130406190875416,False,False,0.6622525999555364,1.006204199977219,0.11927890009246767,1.7877357000252232
B1_rootsift,B_highlands_challenging,3003,21.0,0.0,45.0,affine,affine,1.0,6340,6351,458,450,0.982532751091703,1.2612281797112739,0.08656651113851388,0.953125,0.9449655318718969,0.9977777777777778,0.9655010054330394,1.620513457972741,False,False,0.2755056000314653,0.8364706999855116,0.13041310000699013,1.242389400023967
B1_sift,B_highlands_challenging,3003,21.0,0.0,45.0,affine,affine,1.0,6340,6351,407,382,0.9385749385749386,0.5911271743197598,0.08656651113851388,0.9375,0.9358343308510849,1.0,0.04183630379279716,0.07497774397011411,False,False,0.2748352999333292,0.7575309000676498,0.10241040005348623,1.1347766000544652
A_orient_mod_pi,B_highlands_challenging,3003,21.0,0.0,45.0,affine,affine,1.0,6340,6351,103,103,1.0,0.45985688212420944,0.17469281074217108,0.703125,0.8509745927379537,1.0,0.14992347203616915,0.30601767952589254,False,False,2.941600100020878,0.7288141999160871,0.09727839997503906,3.767692699912004
A_orient_2pi_control,B_highlands_challenging,3003,21.0,0.0,45.0,affine,affine,1.0,6340,6351,1164,1163,0.9991408934707904,0.5820868923656985,0.045479815616075475,1.0,0.9804834860512447,1.0,0.03557271690343898,0.06577196007711855,False,False,2.917254999978468,0.8028856000164524,0.11879570002201945,3.8389363000169396
B_phase_congruency,B_highlands_challenging,3003,21.0,0.0,45.0,affine,affine,1.0,4770,4813,177,169,0.9548022598870056,0.7317833707246483,0.13291458494973798,0.796875,0.9033876143007288,1.0,0.09818369919057021,0.22553570997569916,False,False,1.7881695000687614,0.4055559999542311,0.11105900001712143,2.304784500040114
C_rift2_mim,B_highlands_challenging,3003,21.0,0.0,45.0,affine,affine,1.0,4770,4813,69,55,0.7971014492753623,0.8072050201041627,0.17061763885728848,0.4375,0.7688185507192906,1.0,0.1648974785055533,0.31309074654744184,False,False,0.6332108000060543,0.7693896999116987,0.0968168000690639,1.499417299986817
B1_rootsift,B_highlands_challenging,3003,24.0,0.0,45.0,affine,affine,1.0,6340,6609,1828,1817,0.9939824945295405,1.0012863110251344,0.03440063753547632,1.0,0.9944074182225713,0.9988992845349477,0.7251149426592547,1.6527890923531836,False,False,0.3136490999022499,0.8960265000350773,0.13839929993264377,1.348074899869971
B1_sift,B_highlands_challenging,3003,24.0,0.0,45.0,affine,affine,1.0,6340,6609,1649,1638,0.9933292904790783,0.451444612945357,0.035563802822259544,1.0,0.9936419951163166,1.0,0.06574947357479731,0.08056354732719756,False,False,0.26504430000204593,0.8560387999750674,0.13895870000123978,1.260041799978353
A_orient_mod_pi,B_highlands_challenging,3003,24.0,0.0,45.0,affine,affine,1.0,6340,6609,238,238,1.0,0.3707900534218161,0.14592630964710315,0.921875,0.9451656297833301,1.0,0.04160470283434642,0.058499749815667454,False,False,3.0414057999150828,0.7761087000835687,0.10587679990567267,3.923391299904324
A_orient_2pi_control,B_highlands_challenging,3003,24.0,0.0,45.0,affine,affine,1.0,6340,6609,1867,1866,0.9994643813604713,0.4244023888840574,0.03791723900666937,1.0,0.9959999127425914,1.0,0.05147326962569932,0.0793399365644449,False,False,2.9657650999724865,0.8020746000111103,0.12024880002718419,3.888088500010781
B_phase_congruency,B_highlands_challenging,3003,24.0,0.0,45.0,affine,affine,1.0,4770,4682,513,508,0.9902534113060428,0.5916525425482271,0.0817310147212251,0.984375,0.963894201708621,1.0,0.04357420264667669,0.09298435365244556,False,False,1.755472099990584,0.39117980003356934,0.10936120001133531,2.2560131000354886
C_rift2_mim,B_highlands_challenging,3003,24.0,0.0,45.0,affine,affine,1.0,4770,4682,22,5,0.22727272727272727,0.485406360959338,0.5772474806032915,0.0625,0.3203213491478938,1.0,0.8530040751341335,1.9808685983752463,False,True,0.6659158000256866,0.7564166999654844,0.5097538999980316,1.9320863999892026
B1_rootsift,B_highlands_challenging,3003,27.0,0.0,45.0,affine,affine,1.0,6340,6638,690,682,0.9884057971014493,0.5482894163230336,0.05860821580691094,1.0,0.9805187461408018,1.0,0.06613470234983485,0.07492387477125409,False,False,0.2731505000265315,0.7987370999762788,0.10618879995308816,1.1780763999558985
B1_sift,B_highlands_challenging,3003,27.0,0.0,45.0,affine,affine,1.0,6340,6638,595,574,0.9647058823529412,0.5392045664040226,0.0653121677290857,1.0,0.9777479520749848,1.0,0.06487663138615155,0.0962135638589275,False,False,0.25274150003679097,0.7770516000455245,0.10149679996538907,1.1312899000477046
A_orient_mod_pi,B_highlands_challenging,3003,27.0,0.0,45.0,affine,affine,1.0,6340,6638,91,91,1.0,0.422819081320912,0.13541666666666669,0.65625,0.8620627633432411,1.0,0.10031379590821754,0.22421179572191655,False,False,3.001928700017743,0.895652599981986,0.12283569993451238,4.020416999934241
A_orient_2pi_control,B_highlands_challenging,3003,27.0,0.0,45.0,affine,affine,1.0,6340,6638,1302,1299,0.9976958525345622,0.48030759968705533,0.05116375704267839,1.0,0.9923959927500449,1.0,0.03285662040624518,0.05316952160371759,False,False,2.9902685000561178,0.7971512000076473,0.12496150005608797,3.912381200119853
B_phase_congruency,B_highlands_challenging,3003,27.0,0.0,45.0,affine,affine,1.0,4770,4768,205,199,0.9707317073170731,0.6566284657368336,0.1610588135006899,0.84375,0.9140141417435667,1.0,0.04418769432730714,0.09587832198951024,False,False,1.7800493999384344,0.4375107999658212,0.095941900042817,2.3135020999470726
C_rift2_mim,B_highlands_challenging,3003,27.0,0.0,45.0,affine,affine,1.0,4770,4768,19,9,0.47368421052631576,0.6605576555443641,0.29592547347380294,0.125,0.4912837965366818,1.0,0.3749298326583972,0.6103116641605546,False,False,0.6489201999502257,0.7613798000384122,0.09451199998147786,1.5048119999701157
B1_rootsift,B_highlands_challenging,3003,30.0,0.0,45.0,affine,affine,1.0,6340,6612,18,5,0.2777777777777778,0.17445152291598098,0.6113971079512163,0.0625,0.3203213491478938,0.4,442.6978508672183,820.2452832384952,True,True,0.26418590010143816,0.7634136999258772,0.27161689999047667,1.299216500017792
B1_sift,B_highlands_challenging,3003,30.0,0.0,45.0,affine,affine,1.0,6340,6612,25,5,0.2,0.057363309723454804,0.6380420914825857,0.046875,0.2536546824812271,0.6,341.61147521978285,681.6596265668061,True,True,0.2580784000456333,0.7813300000270829,0.7522511000279337,1.79165950010065
A_orient_mod_pi,B_highlands_challenging,3003,30.0,0.0,45.0,affine,affine,1.0,6340,6612,2,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,3.107466600020416,0.867706699995324,8.359993807971478e-05,3.97525689995382
A_orient_2pi_control,B_highlands_challenging,3003,30.0,0.0,45.0,affine,affine,1.0,6340,6612,10,5,0.5,0.0482096813221467,0.48359382011756813,0.046875,0.2284917657424448,1.0,0.7198364959922188,1.6232128668996002,False,True,2.844238299992867,0.8658505999483168,0.11231810005847365,3.8224069999996573
B_phase_congruency,B_highlands_challenging,3003,30.0,0.0,45.0,affine,affine,1.0,4770,4912,16,6,0.375,0.2037416834083626,0.46597121962344534,0.0625,0.31971597234241494,1.0,0.8788217321825509,1.9483773741283894,False,True,1.7749455000739545,0.40797409997321665,0.1281971000134945,2.3111167000606656
