representation,regime,seed,delta_azimuth,delta_elevation,sun_elevation,transform_kind,fit_model,overlap_fraction,n_kp_src,n_kp_dst,n_putative,n_inliers,inlier_ratio,fit_rmse,coverage_max_gap,coverage_occupancy,coverage_entropy,true_inlier_precision,transform_error_median,transform_error_p90,is_wrong,flag_n_inliers_le_8,detect_describe_s,match_s,ransac_s,pipeline_s
B1_rootsift,A_mare_moderate,3001,0.0,0.0,45.0,affine,affine,1.0,32,28,22,22,1.0,0.46499914928850505,0.24567659198064076,0.25,0.6466106674837657,1.0,0.16547459850849944,0.3266906237738701,False,False,0.07442429999355227,0.00037420005537569523,0.03999600000679493,0.11479450005572289
B1_sift,A_mare_moderate,3001,0.0,0.0,45.0,affine,affine,1.0,32,28,22,22,1.0,0.46499914928850505,0.24567659198064076,0.25,0.6466106674837657,1.0,0.16547459850849944,0.3266906237738701,False,False,0.06329239998012781,0.00037519994657486677,0.041527300025336444,0.10519489995203912
A_orient_mod_pi,A_mare_moderate,3001,0.0,0.0,45.0,affine,affine,1.0,32,28,7,7,1.0,0.4704521753667269,0.3659989258982608,0.109375,0.4678924870096007,1.0,0.30255106091695516,0.6992977579197182,False,True,0.08114949997980148,0.0002677000593394041,0.04231179994530976,0.12372899998445064
A_orient_2pi_control,A_mare_moderate,3001,0.0,0.0,45.0,affine,affine,1.0,32,28,11,11,1.0,0.5024605800342875,0.2656313826847534,0.171875,0.5765719364395496,1.0,0.3487740684303825,0.5252637274854127,False,False,0.07662489998620003,0.0002782999072223902,0.04063619999215007,0.1175393998855725
B_phase_congruency,A_mare_moderate,3001,0.0,0.0,45.0,affine,affine,1.0,25,37,6,4,0.6666666666666666,5.684341886080802e-14,0.5412721419803792,0.046875,0.25,0.5,254.03422427542216,563.9468295506304,True,True,1.3425624000374228,0.00030449999030679464,0.06125499994959682,1.4041218999773264
C_rift2_mim,A_mare_moderate,3001,0.0,0.0,45.0,affine,affine,1.0,25,37,3,3,1.0,0.0,0.6536198949036733,0.046875,0.26416041678685936,0.3333333333333333,2054.975438010404,4648.648320163801,True,True,0.09137910010758787,0.0003394999075680971,0.041444200091063976,0.13316280010621995
B1_rootsift,A_mare_moderate,3001,15.0,0.0,45.0,affine,affine,1.0,32,25,17,17,1.0,1.1193406022359031,0.28363308477593707,0.203125,0.602812434326037,1.0,0.6141690759177281,1.4792403218741634,False,False,0.07602919999044389,0.0002454000059515238,0.04431210004258901,0.12058670003898442
B1_sift,A_mare_moderate,3001,15.0,0.0,45.0,affine,affine,1.0,32,25,16,16,1.0,1.1531546867532276,0.28363308477593707,0.1875,0.5833333333333334,1.0,0.6121701662170314,1.49113390174245,False,False,0.07041519996710122,0.0002709999680519104,0.05424399999901652,0.12493019993416965
A_orient_mod_pi,A_mare_moderate,3001,15.0,0.0,45.0,affine,affine,1.0,32,25,3,3,1.0,7.486032240573151e-14,0.6409689540740687,0.046875,0.26416041678685936,1.0,1.7885171370844553,3.9613404719657446,False,True,0.0799983999459073,0.00027409999165683985,0.05144579999614507,0.1317182999337092
A_orient_2pi_control,A_mare_moderate,3001,15.0,0.0,45.0,affine,affine,1.0,32,25,8,8,1.0,1.2503723899938277,0.28363308477593707,0.125,0.5,1.0,1.1214564817490946,2.494391669850031,False,True,0.08130249998066574,0.0002951999194920063,0.06496270000934601,0.14656039990950376
B_phase_congruency,A_mare_moderate,3001,15.0,0.0,45.0,affine,affine,1.0,25,26,2,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,1.3719408999895677,0.00022449996322393417,3.4100026823580265e-05,1.3721994999796152
C_rift2_mim,A_mare_moderate,3001,15.0,0.0,45.0,affine,affine,1.0,25,26,1,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,0.08932120003737509,0.00027189997490495443,0.00019139994401484728,0.0897844999562949
B1_rootsift,A_mare_moderate,3001,18.0,0.0,45.0,affine,affine,1.0,32,22,10,8,0.8,0.9237624741144778,0.30734131837568274,0.109375,0.45833333333333337,1.0,1.2207308335884988,2.1832880249871645,False,True,0.06659870001021773,0.0002405999694019556,0.04473580000922084,0.11157509998884052
B1_sift,A_mare_moderate,3001,18.0,0.0,45.0,affine,affine,1.0,32,22,9,8,0.8888888888888888,0.9237624741144778,0.30734131837568274,0.109375,0.45833333333333337,1.0,1.2207308335884988,2.1832880249871645,False,True,0.06187900004442781,0.00023380003403872252,0.035892599960789084,0.09800540003925562
A_orient_mod_pi,A_mare_moderate,3001,18.0,0.0,45.0,affine,affine,1.0,32,22,1,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,0.08085489994846284,0.00026240001898258924,3.100000321865082e-05,0.08114829997066408
A_orient_2pi_control,A_mare_moderate,3001,18.0,0.0,45.0,affine,affine,1.0,32,22,9,8,0.8888888888888888,1.3898444791101274,0.3665543817775846,0.125,0.5,0.875,1.1181462140433498,1.5694818579748715,False,True,0.0762028000317514,0.0002324000233784318,0.04511019994970411,0.12154540000483394
B_phase_congruency,A_mare_moderate,3001,18.0,0.0,45.0,affine,affine,1.0,25,37,3,3,1.0,7.69663529793354e-14,0.5018750108101563,0.046875,0.26416041678685936,0.0,106.59830741680233,187.88306653939972,True,True,1.203466400038451,0.00021039997227489948,0.03655010007787496,1.2402269000886008
C_rift2_mim,A_mare_moderate,3001,18.0,0.0,45.0,affine,affine,1.0,25,37,1,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,0.07569430000148714,0.00024530000519007444,2.7799978852272034e-05,0.07596739998552948
B1_rootsift,A_mare_moderate,3001,21.0,0.0,45.0,affine,affine,1.0,32,29,15,15,1.0,1.1998166271541577,0.3508625362078946,0.203125,0.6067039881569753,1.0,0.55351213689208,1.1682508746867772,False,False,0.06109650002326816,0.00022299995180219412,0.036889599985443056,0.09820909996051341
B1_sift,A_mare_moderate,3001,21.0,0.0,45.0,affine,affine,1.0,32,29,15,15,1.0,1.1998166271541577,0.3508625362078946,0.203125,0.6067039881569753,1.0,0.55351213689208,1.1682508746867772,False,False,0.05841820000205189,0.00024289998691529036,0.04352969990577549,0.10219079989474267
A_orient_mod_pi,A_mare_moderate,3001,21.0,0.0,45.0,affine,affine,1.0,32,29,2,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,0.072115300106816,0.0002397000789642334,3.029999788850546e-05,0.07238530018366873
A_orient_2pi_control,A_mare_moderate,3001,21.0,0.0,45.0,affine,affine,1.0,32,29,10,10,1.0,1.3282724663345344,0.3042754514370527,0.15625,0.5536546824812271,1.0,1.1301441860612873,1.4391686773120869,False,False,0.07442860002629459,0.00024649989791214466,0.036694100010208786,0.11136919993441552
B_phase_congruency,A_mare_moderate,3001,21.0,0.0,45.0,affine,affine,1.0,25,30,3,3,1.0,8.038873388460929e-14,0.6390616510453476,0.03125,0.15304930567574826,1.0,30.270350256651717,67.96939335785183,True,True,1.2010825000470504,0.00018809991888701916,0.037350400001741946,1.2386209999676794
C_rift2_mim,A_mare_moderate,3001,21.0,0.0,45.0,affine,affine,1.0,25,30,0,0,0.0,nan,1.0,0.0,0.0,nan,nan,nan,True,True,0.08327379997354001,0.00023030000738799572,3.450002986937761e-05,0.08353860001079738
B1_rootsift,A_mare_moderate,3001,24.0,0.0,45.0,affine,affine,1.0,32,22,13,13,1.0,1.3741621663608554,0.25390958865326346,0.15625,0.5141758504594129,1.0,0.6725430078756778,1.462218251939304,False,False,0.0628400999121368,0.00025590008590370417,0.038981499965302646,0.10207749996334314
B1_sift,A_mare_moderate,3001,24.0,0.0,45.0,affine,affine,1.0,32,22,13,13,1.0,1.3741621663608554,0.25390958865326346,0.15625,0.5141758504594129,1.0,0.6725430078756778,1.462218251939304,False,False,0.06160230003297329,0.00019209994934499264,0.03688180004246533,0.09867620002478361
A_orient_mod_pi,A_mare_moderate,3001,24.0,0.0,45.0,affine,affine,1.0,32,22,1,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,0.0755326000507921,0.00022090005222707987,2.9799994081258774e-05,0.07578330009710044
A_orient_2pi_control,A_mare_moderate,3001,24.0,0.0,45.0,affine,affine,1.0,32,22,8,8,1.0,0.826033197335885,0.2748907315271177,0.125,0.5,1.0,1.234428842584193,1.5995865117870718,False,True,0.07321750000119209,0.000238100066781044,0.035939799970947206,0.10939540003892034
B_phase_congruency,A_mare_moderate,3001,24.0,0.0,45.0,affine,affine,1.0,25,25,2,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,1.3187304999446496,0.0002050000475719571,3.220001235604286e-05,1.3189677000045776
C_rift2_mim,A_mare_moderate,3001,24.0,0.0,45.0,affine,affine,1.0,25,25,3,3,1.0,1.3127425272378462e-13,0.6073294102765036,0.046875,0.26416041678685936,0.0,3858.3728212080564,8901.65156357822,True,True,0.07571380003355443,0.00025559996720403433,0.03604310005903244,0.11201250005979091
B1_rootsift,A_mare_moderate,3001,27.0,0.0,45.0,affine,affine,1.0,32,18,6,5,0.8333333333333334,0.2895895555028916,0.3816059500695348,0.08064516129032258,0.38996498836238314,1.0,1.7411366358384361,4.080799132210144,False,True,0.06098020006902516,0.00020839995704591274,0.0372523000696674,0.09844090009573847
B1_sift,A_mare_moderate,3001,27.0,0.0,45.0,affine,affine,1.0,32,18,5,4,0.8,0.31361372034149115,0.3816059500695348,0.06451612903225806,0.3358975579140839,1.0,1.7328358672593462,4.065064458626237,False,True,0.061650300049223006,0.0001908999402076006,0.038036499987356365,0.09987769997678697
A_orient_mod_pi,A_mare_moderate,3001,27.0,0.0,45.0,affine,affine,1.0,32,18,2,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,0.0782685000449419,0.00025459995958954096,3.070000093430281e-05,0.07855380000546575
A_orient_2pi_control,A_mare_moderate,3001,27.0,0.0,45.0,affine,affine,1.0,32,18,7,6,0.8571428571428571,0.4526786993206073,0.2989748924711321,0.0967741935483871,0.43414129564585974,1.0,1.2104942471942233,2.8357070745776154,False,True,0.07484519993886352,0.0002490000333636999,0.03695129998959601,0.11204549996182323
B_phase_congruency,A_mare_moderate,3001,27.0,0.0,45.0,affine,affine,1.0,25,12,1,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,1.3962420000461861,0.00020100001711398363,3.070000093430281e-05,1.3964737000642344
C_rift2_mim,A_mare_moderate,3001,27.0,0.0,45.0,affine,affine,1.0,25,12,2,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,0.09077250002883375,0.00024539988953620195,3.170000854879618e-05,0.09104959992691875
B1_rootsift,A_mare_moderate,3001,30.0,0.0,45.0,affine,affine,1.0,32,24,13,12,0.9230769230769231,0.9442923204880155,0.2859903848331512,0.14516129032258066,0.5181156851243808,0.9166666666666666,2.041262806102119,3.6486948258471505,False,False,0.07234050007537007,0.0003828000044450164,0.04730909992940724,0.12003240000922233
B1_sift,A_mare_moderate,3001,30.0,0.0,45.0,affine,affine,1.0,32,24,13,12,0.9230769230769231,1.0193879883179857,0.3128903811640748,0.14516129032258066,0.5181156851243808,0.9166666666666666,1.5738517853061869,3.0253589142403854,False,False,0.07939149998128414,0.00026110000908374786,0.051379599957726896,0.13103219994809479
A_orient_mod_pi,A_mare_moderate,3001,30.0,0.0,45.0,affine,affine,1.0,32,24,0,0,0.0,nan,1.0,0.0,0.0,nan,nan,nan,True,True,0.10199540003668517,0.00019719998817890882,3.090000245720148e-05,0.10222350002732128
A_orient_2pi_control,A_mare_moderate,3001,30.0,0.0,45.0,affine,affine,1.0,32,24,7,7,1.0,1.2022156367847985,0.2948119103767689,0.11290322580645161,0.47149183125861616,1.0,0.9257296124501857,2.1234263720058753,False,True,0.09301389998290688,0.0003579000476747751,0.06496850005351007,0.15834030008409172
B_phase_congruency,A_mare_moderate,3001,30.0,0.0,45.0,affine,affine,1.0,25,25,1,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,1.4635955999838188,0.00024800002574920654,3.520003519952297e-05,1.4638788000447676
C_rift2_mim,A_mare_moderate,3001,30.0,0.0,45.0,affine,affine,1.0,25,25,3,3,1.0,3.712996571847389e-13,0.6159968957423699,0.03225806451612903,0.16794877895704194,0.0,2807.662071946349,6361.274232097095,True,True,0.09579169994685799,0.0002785000251606107,0.06295679998584092,0.15902699995785952
B1_rootsift,A_mare_moderate,3001,33.0,0.0,45.0,affine,affine,1.0,32,16,1,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,0.06343209999613464,0.00022279995027929544,3.3800024539232254e-05,0.06368869997095317
B1_sift,A_mare_moderate,3001,33.0,0.0,45.0,affine,affine,1.0,32,16,1,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,0.06791640003211796,0.00023529992904514074,4.1800085455179214e-05,0.06819350004661828
A_orient_mod_pi,A_mare_moderate,3001,33.0,0.0,45.0,affine,affine,1.0,32,16,0,0,0.0,nan,1.0,0.0,0.0,nan,nan,nan,True,True,0.08395200001541525,0.00020250002853572369,3.509991802275181e-05,0.08418959996197373
A_orient_2pi_control,A_mare_moderate,3001,33.0,0.0,45.0,affine,affine,1.0,32,16,2,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,0.0805512999650091,0.00027270009741187096,3.5199918784201145e-05,0.08085919998120517
B_phase_congruency,A_mare_moderate,3001,33.0,0.0,45.0,affine,affine,1.0,25,23,1,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,1.1371729000238702,0.00024199998006224632,3.699993249028921e-05,1.1374518999364227
C_rift2_mim,A_mare_moderate,3001,33.0,0.0,45.0,affine,affine,1.0,25,23,2,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,0.06820809992495924,0.00036639999598264694,4.440010525286198e-05,0.06861890002619475
B1_rootsift,A_mare_moderate,3001,36.0,0.0,45.0,affine,affine,1.0,32,25,1,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,0.06290300004184246,0.00023349991533905268,3.5400036722421646e-05,0.06317189999390393
B1_sift,A_mare_moderate,3001,36.0,0.0,45.0,affine,affine,1.0,32,25,1,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,0.059814399923197925,0.00029660004656761885,3.899994771927595e-05,0.06014999991748482
A_orient_mod_pi,A_mare_moderate,3001,36.0,0.0,45.0,affine,affine,1.0,32,25,0,0,0.0,nan,1.0,0.0,0.0,nan,nan,nan,True,True,0.07825470005627722,0.00022000004537403584,3.499991726130247e-05,0.07850970001891255
A_orient_2pi_control,A_mare_moderate,3001,36.0,0.0,45.0,affine,affine,1.0,32,25,3,3,1.0,4.418334286568786e-14,0.4815702003404102,0.046875,0.26416041678685936,1.0,1.8224953654130482,4.200463341978923,False,True,0.07418809994123876,0.0003037999849766493,0.046078799990937114,0.12057069991715252
B_phase_congruency,A_mare_moderate,3001,36.0,0.0,45.0,affine,affine,1.0,25,33,3,3,1.0,1.8564982859236944e-13,0.7551297552511258,0.03125,0.15304930567574826,0.0,632.9255120294267,1059.0135971797981,True,True,1.1430840999819338,0.00022179994266480207,0.045940599986352026,1.1892464999109507
C_rift2_mim,A_mare_moderate,3001,36.0,0.0,45.0,affine,affine,1.0,25,33,1,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,0.07919200009200722,0.0002741001080721617,3.2899901270866394e-05,0.07949900010135025
B1_rootsift,A_mare_moderate,3001,40.0,0.0,45.0,affine,affine,1.0,32,16,2,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,0.051071499940007925,0.00020570005290210247,3.3899908885359764e-05,0.05131109990179539
B1_sift,A_mare_moderate,3001,40.0,0.0,45.0,affine,affine,1.0,32,16,1,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,0.05226400005631149,0.00033430010080337524,5.7699973694980145e-05,0.052656000130809844
A_orient_mod_pi,A_mare_moderate,3001,40.0,0.0,45.0,affine,affine,1.0,32,16,0,0,0.0,nan,1.0,0.0,0.0,nan,nan,nan,True,True,0.06324460008181632,0.0001802000915631652,2.8199981898069382e-05,0.06345300015527755
A_orient_2pi_control,A_mare_moderate,3001,40.0,0.0,45.0,affine,affine,1.0,32,16,1,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,0.06645620008930564,0.0003529000096023083,3.390002530068159e-05,0.06684300012420863
B_phase_congruency,A_mare_moderate,3001,40.0,0.0,45.0,affine,affine,1.0,25,22,1,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,1.049330999958329,0.0003722000401467085,4.770001396536827e-05,1.049750900012441
C_rift2_mim,A_mare_moderate,3001,40.0,0.0,45.0,affine,affine,1.0,25,22,2,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,0.07976840005721897,0.0003402000293135643,4.710000939667225e-05,0.0801557000959292
B1_rootsift,A_mare_moderate,3001,45.0,0.0,45.0,affine,affine,1.0,32,15,1,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,0.0533168000401929,0.00020329991821199656,6.059999577701092e-05,0.05358069995418191
B1_sift,A_mare_moderate,3001,45.0,0.0,45.0,affine,affine,1.0,32,15,0,0,0.0,nan,1.0,0.0,0.0,nan,nan,nan,True,True,0.04771760001312941,0.00016789999790489674,3.850006032735109e-05,0.04792400007136166
A_orient_mod_pi,A_mare_moderate,3001,45.0,0.0,45.0,affine,affine,1.0,32,15,0,0,0.0,nan,1.0,0.0,0.0,nan,nan,nan,True,True,0.06700529996305704,0.0002359000500291586,3.220001235604286e-05,0.06727340002544224
A_orient_2pi_control,A_mare_moderate,3001,45.0,0.0,45.0,affine,affine,1.0,32,15,2,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,0.06161779991816729,0.00028709997422993183,3.360002301633358e-05,0.06193849991541356
B_phase_congruency,A_mare_moderate,3001,45.0,0.0,45.0,affine,affine,1.0,25,22,1,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,1.037418800056912,0.00020560005214065313,3.6199926398694515e-05,1.0376606000354514
C_rift2_mim,A_mare_moderate,3001,45.0,0.0,45.0,affine,affine,1.0,25,22,1,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,0.06507780007086694,0.0002378999488428235,2.9099988751113415e-05,0.06534480000846088
